temperature_c,gas_raw,water_level_cm,acceleration_x_ms2,acceleration_y_ms2,acceleration_z_ms2,sos,risk_level,scenario
27.7,231.0,5.7,-0.09,0.09,9.74,False,LOW,normal
27.3,235.0,5.6,-0.13,0.06,9.79,False,LOW,normal
27.4,239.0,5.5,-0.11,0.09,9.79,False,LOW,normal
27.4,254.0,5.6,-0.06,0.03,9.81,False,LOW,normal
28.0,259.0,5.2,-0.08,0.02,9.83,False,LOW,normal
27.8,260.0,5.2,-0.1,-0.06,9.86,False,LOW,normal
27.4,262.0,4.8,-0.1,-0.02,9.88,False,LOW,normal
27.5,249.0,4.9,-0.16,0.05,9.84,False,LOW,normal
28.1,244.0,4.9,-0.23,0.04,9.85,False,LOW,normal
27.6,249.0,5.1,-0.23,0.07,9.84,False,LOW,normal
26.6,244.0,5.2,-0.26,0.08,9.8,False,LOW,normal
27.2,242.0,4.9,-0.22,0.06,9.74,False,LOW,normal
27.3,244.0,4.9,-0.2,0.06,9.77,False,LOW,normal
28.4,236.0,4.6,-0.12,0.04,9.76,False,LOW,normal
27.9,239.0,4.7,-0.15,0.08,9.77,False,LOW,normal
27.9,225.0,4.7,-0.25,0.04,9.76,False,LOW,normal
28.2,224.0,4.5,-0.28,0.02,9.8,False,LOW,normal
27.9,213.0,4.2,-0.27,-0.0,9.87,False,LOW,normal
28.1,217.0,3.7,-0.3,-0.03,9.91,False,LOW,normal
28.9,211.0,3.9,-0.26,-0.07,9.93,False,LOW,normal
28.2,196.0,3.7,-0.27,-0.07,9.93,False,LOW,normal
27.4,190.0,4.5,-0.23,-0.13,9.87,False,LOW,normal
27.2,200.0,4.6,-0.29,-0.06,9.92,False,LOW,normal
26.9,190.0,4.9,-0.26,-0.11,9.84,False,LOW,normal
26.4,190.0,4.8,-0.16,-0.01,9.87,False,LOW,normal
26.0,188.0,5.0,-0.18,-0.08,9.93,False,LOW,normal
25.0,194.0,4.8,-0.12,-0.09,9.98,False,LOW,normal
25.2,195.0,4.7,-0.09,-0.09,9.93,False,LOW,normal
25.4,199.0,5.0,-0.12,-0.09,9.94,False,LOW,normal
25.4,195.0,4.7,-0.06,-0.13,9.89,False,LOW,normal
25.2,199.0,4.8,-0.08,-0.12,9.85,False,LOW,normal
24.9,194.0,5.0,-0.07,-0.11,9.79,False,LOW,normal
25.0,194.0,5.0,-0.02,-0.18,9.78,False,LOW,normal
25.5,182.0,5.4,-0.02,-0.24,9.75,False,LOW,normal
25.5,191.0,5.3,-0.05,-0.28,9.79,False,LOW,normal
25.4,189.0,5.4,0.01,-0.23,9.89,False,LOW,normal
25.9,207.0,5.4,-0.01,-0.19,9.88,False,LOW,normal
25.5,209.0,5.1,-0.03,-0.16,9.9,False,LOW,normal
25.7,214.0,5.3,-0.04,-0.2,9.79,False,LOW,normal
25.2,215.0,5.5,-0.06,-0.26,9.8,False,LOW,normal
25.6,231.0,5.7,-0.04,-0.24,9.74,False,LOW,normal
25.6,228.0,5.9,-0.02,-0.22,9.68,False,LOW,normal
25.6,225.0,5.7,-0.01,-0.19,9.66,False,LOW,normal
25.3,230.0,5.6,-0.05,-0.11,9.69,False,LOW,normal
24.5,220.0,5.7,0.02,-0.15,9.61,False,LOW,normal
24.7,211.0,6.2,0.04,-0.1,9.56,False,LOW,normal
25.3,219.0,6.6,0.08,0.01,9.57,False,LOW,normal
25.0,219.0,6.8,0.0,0.03,9.59,False,LOW,normal
25.0,210.0,6.5,-0.02,-0.02,9.62,False,LOW,normal
24.0,204.0,7.0,-0.03,-0.1,9.65,False,LOW,normal
23.7,214.0,6.5,-0.03,-0.05,9.63,False,LOW,normal
23.7,214.0,6.7,0.06,-0.03,9.64,False,LOW,normal
23.9,207.0,6.7,0.11,-0.04,9.62,False,LOW,normal
23.8,205.0,7.1,0.14,0.05,9.62,False,LOW,normal
23.5,198.0,6.8,0.11,0.1,9.7,False,LOW,normal
23.9,201.0,6.9,0.08,0.09,9.7,False,LOW,normal
24.8,208.0,7.4,0.03,0.06,9.74,False,LOW,normal
25.4,191.0,7.3,0.08,0.05,9.73,False,LOW,normal
25.3,191.0,7.3,0.03,-0.01,9.83,False,LOW,normal
25.6,189.0,7.3,0.08,0.06,9.91,False,LOW,normal
25.4,192.0,7.3,0.14,0.09,9.92,False,LOW,normal
25.3,198.0,7.2,0.02,0.02,9.91,False,LOW,normal
25.4,201.0,6.7,0.1,-0.02,9.87,False,LOW,normal
25.7,197.0,6.7,0.08,0.01,9.89,False,LOW,normal
25.5,192.0,6.6,0.08,-0.04,9.85,False,LOW,normal
25.7,190.0,6.5,0.16,-0.01,9.75,False,LOW,normal
26.7,188.0,6.2,0.11,-0.04,9.69,False,LOW,normal
26.9,190.0,6.2,0.05,-0.07,9.64,False,LOW,normal
27.1,192.0,6.0,0.11,-0.11,9.69,False,LOW,normal
25.9,194.0,5.7,0.08,-0.13,9.66,False,LOW,normal
25.3,184.0,5.6,0.09,-0.13,9.67,False,LOW,normal
24.9,178.0,5.8,0.06,-0.08,9.6,False,LOW,normal
24.7,178.0,6.7,0.07,-0.09,9.58,False,LOW,normal
25.1,175.0,7.2,0.01,-0.01,9.69,False,LOW,normal
25.4,162.0,7.3,0.01,-0.09,9.76,False,LOW,normal
24.8,171.0,7.6,0.08,-0.14,9.75,False,LOW,normal
24.7,184.0,8.0,0.04,-0.2,9.72,False,LOW,normal
25.2,184.0,7.5,0.01,-0.11,9.73,False,LOW,normal
25.5,189.0,7.3,0.04,-0.17,9.76,False,LOW,normal
26.1,185.0,7.4,0.04,-0.15,9.79,False,LOW,normal
26.6,164.0,7.6,0.05,-0.16,9.8,False,LOW,normal
26.7,165.0,7.6,0.03,-0.24,9.84,False,LOW,normal
26.3,162.0,7.0,0.13,-0.21,9.89,False,LOW,normal
25.9,169.0,6.9,0.01,-0.21,9.9,False,LOW,normal
26.4,165.0,6.9,-0.02,-0.21,9.82,False,LOW,normal
26.9,176.0,6.7,0.02,-0.21,9.83,False,LOW,normal
27.0,170.0,6.7,0.04,-0.21,9.72,False,LOW,normal
26.3,184.0,7.1,0.03,-0.14,9.8,False,LOW,normal
25.8,196.0,7.0,0.09,-0.13,9.8,False,LOW,normal
25.6,201.0,7.4,0.2,-0.08,9.71,False,LOW,normal
25.8,207.0,7.9,0.2,-0.08,9.73,False,LOW,normal
25.8,220.0,8.1,0.25,-0.07,9.69,False,LOW,normal
26.7,212.0,8.0,0.21,0.02,9.67,False,LOW,normal
27.5,209.0,5.1,0.01,-0.05,10.01,False,LOW,gas_leak
27.7,204.0,5.5,-0.04,-0.14,9.95,False,LOW,gas_leak
27.6,209.0,5.5,-0.13,0.04,9.64,False,LOW,gas_leak
27.1,207.0,5.9,0.24,0.25,9.87,False,LOW,gas_leak
27.2,216.0,5.9,-0.07,-0.05,9.8,False,LOW,gas_leak
27.0,198.0,5.8,0.1,-0.04,9.76,False,LOW,gas_leak
26.6,211.0,5.6,-0.05,-0.33,10.18,False,LOW,gas_leak
26.2,221.0,5.5,0.2,-0.25,9.66,False,LOW,gas_leak
26.2,201.0,5.6,-0.31,-0.02,9.99,False,LOW,gas_leak
25.9,222.0,5.5,-0.01,-0.12,10.02,False,LOW,gas_leak
25.8,223.0,5.8,0.06,0.24,9.57,False,LOW,gas_leak
25.7,201.0,5.7,-0.04,0.08,9.63,False,LOW,gas_leak
25.4,217.0,5.6,-0.21,-0.23,9.79,False,LOW,gas_leak
25.3,220.0,5.6,0.14,-0.29,9.84,False,LOW,gas_leak
25.5,213.0,5.8,0.04,-0.07,9.8,False,LOW,gas_leak
25.3,211.0,5.7,-0.2,-0.23,9.66,False,LOW,gas_leak
24.9,203.0,5.8,-0.36,0.2,10.06,False,LOW,gas_leak
24.6,222.0,5.8,0.22,-0.05,9.71,False,LOW,gas_leak
24.9,209.0,5.8,0.1,-0.21,9.92,False,LOW,gas_leak
25.1,232.0,5.8,-0.15,-0.03,9.99,False,LOW,gas_leak
25.2,225.0,5.8,-0.13,-0.11,9.71,False,LOW,gas_leak
25.5,206.0,5.4,-0.0,-0.11,9.66,False,LOW,gas_leak
25.3,219.0,5.6,0.05,0.23,9.76,False,LOW,gas_leak
24.6,224.0,5.4,-0.03,-0.5,9.6,False,LOW,gas_leak
24.7,248.0,5.3,-0.12,0.02,10.26,False,LOW,gas_leak
24.6,210.0,5.4,-0.25,0.2,9.9,False,LOW,gas_leak
24.8,215.0,5.5,-0.34,0.13,9.71,False,LOW,gas_leak
25.2,247.0,5.4,-0.05,-0.14,9.91,False,LOW,gas_leak
24.9,248.0,5.4,0.25,-0.25,10.06,False,LOW,gas_leak
24.7,238.0,5.3,-0.15,-0.03,9.46,False,LOW,gas_leak
24.9,227.0,5.3,0.09,-0.2,10.04,False,LOW,gas_leak
24.5,228.0,5.6,0.29,0.19,9.63,False,LOW,gas_leak
24.8,234.0,5.3,-0.19,-0.12,9.85,False,LOW,gas_leak
24.9,250.0,5.4,-0.22,-0.22,9.73,False,LOW,gas_leak
25.3,256.0,4.9,-0.07,0.05,9.77,False,LOW,gas_leak
25.1,244.0,5.1,-0.2,0.22,10.06,False,LOW,gas_leak
24.7,237.0,5.2,0.14,-0.46,10.14,False,LOW,gas_leak
24.5,231.0,5.2,0.26,-0.11,9.86,False,LOW,gas_leak
24.3,242.0,5.3,0.05,-0.0,9.9,False,LOW,gas_leak
24.0,263.0,5.2,0.02,-0.26,9.89,False,LOW,gas_leak
24.4,257.0,5.4,0.08,-0.28,9.97,False,LOW,gas_leak
24.1,249.0,5.3,0.09,0.25,9.65,False,LOW,gas_leak
24.4,253.0,5.3,0.26,-0.21,9.72,False,LOW,gas_leak
24.2,231.0,5.2,0.05,-0.19,9.73,False,LOW,gas_leak
23.8,265.0,5.5,-0.01,-0.01,9.96,False,LOW,gas_leak
23.5,244.0,5.5,-0.32,-0.11,9.49,False,LOW,gas_leak
23.0,252.0,5.4,-0.1,0.01,9.54,False,LOW,gas_leak
22.9,255.0,5.3,0.09,0.13,9.6,False,LOW,gas_leak
22.7,246.0,5.2,0.14,-0.5,9.68,False,LOW,gas_leak
23.1,275.0,5.1,-0.01,-0.36,9.74,False,LOW,gas_leak
23.1,268.0,5.3,-0.14,0.13,9.96,False,LOW,gas_leak
23.0,265.0,5.3,0.12,-0.04,9.63,False,LOW,gas_leak
22.9,258.0,5.5,-0.08,0.1,9.69,False,LOW,gas_leak
22.5,271.0,5.5,0.24,-0.14,9.85,False,LOW,gas_leak
22.5,264.0,5.3,-0.15,-0.2,9.69,False,LOW,gas_leak
22.3,259.0,5.3,-0.21,0.01,10.08,False,LOW,gas_leak
22.8,274.0,5.5,0.29,-0.08,9.73,False,LOW,gas_leak
23.0,266.0,5.4,0.06,0.06,9.84,False,LOW,gas_leak
23.4,260.0,5.0,0.17,0.17,10.12,False,LOW,gas_leak
23.5,262.0,4.5,-0.35,-0.26,10.04,False,LOW,gas_leak
23.5,268.0,4.7,0.07,0.1,9.74,False,LOW,gas_leak
23.3,274.0,4.9,0.11,-0.07,9.93,False,LOW,gas_leak
23.2,284.0,4.8,0.07,0.11,10.15,False,LOW,gas_leak
23.5,276.0,4.9,0.36,0.06,9.7,False,LOW,gas_leak
24.1,270.0,5.1,-0.22,-0.03,9.51,False,LOW,gas_leak
24.0,271.0,5.0,-0.41,-0.09,9.68,False,LOW,gas_leak
24.0,278.0,5.0,-0.49,-0.44,10.02,False,LOW,gas_leak
23.7,273.0,5.0,0.25,-0.25,9.84,False,LOW,gas_leak
23.7,287.0,5.1,0.13,0.08,9.88,False,LOW,gas_leak
24.2,274.0,5.0,-0.23,0.36,9.86,False,LOW,gas_leak
24.7,288.0,4.9,0.14,-0.31,9.82,False,LOW,gas_leak
24.4,283.0,4.9,0.36,0.04,9.88,False,LOW,gas_leak
24.7,292.0,4.3,-0.24,-0.09,9.57,False,LOW,gas_leak
24.6,287.0,4.5,-0.08,-0.15,9.47,False,LOW,gas_leak
24.7,300.0,4.6,0.14,-0.08,9.83,False,LOW,gas_leak
24.7,297.0,4.5,0.17,-0.06,9.76,False,LOW,gas_leak
25.0,302.0,4.7,0.04,-0.08,9.76,False,LOW,gas_leak
24.6,300.0,4.4,-0.1,-0.26,9.82,False,LOW,gas_leak
24.4,282.0,4.7,0.2,0.05,9.96,False,LOW,gas_leak
24.7,299.0,4.5,0.22,-0.01,9.82,False,LOW,gas_leak
25.1,289.0,4.5,0.13,-0.0,9.79,False,LOW,gas_leak
24.9,297.0,4.6,-0.43,0.14,9.79,False,LOW,gas_leak
24.8,310.0,4.3,-0.46,-0.26,9.66,False,LOW,gas_leak
25.0,298.0,4.3,0.24,-0.08,9.71,False,LOW,gas_leak
24.9,306.0,4.4,-0.07,0.13,9.71,False,LOW,gas_leak
25.1,306.0,4.4,0.35,0.07,9.7,False,LOW,gas_leak
24.9,307.0,4.2,-0.06,-0.09,9.74,False,LOW,gas_leak
25.2,313.0,4.1,0.2,0.14,9.7,False,LOW,gas_leak
25.5,297.0,4.3,0.36,-0.19,9.43,False,LOW,gas_leak
25.4,321.0,4.3,0.36,0.2,9.59,False,LOW,gas_leak
25.6,321.0,4.5,-0.22,-0.37,10.14,False,LOW,gas_leak
25.2,313.0,4.9,-0.04,-0.22,9.7,False,LOW,gas_leak
25.1,288.0,5.1,0.18,0.08,9.63,False,LOW,gas_leak
25.3,301.0,5.5,0.37,0.03,9.85,False,LOW,gas_leak
25.5,324.0,5.5,-0.01,0.02,10.1,False,LOW,gas_leak
25.6,309.0,5.5,0.09,-0.32,9.71,False,LOW,gas_leak
25.9,306.0,5.2,0.22,-0.39,9.49,False,LOW,gas_leak
25.8,313.0,5.1,-0.09,-0.04,9.89,False,LOW,gas_leak
25.7,310.0,5.0,-0.24,0.02,9.87,False,LOW,gas_leak
25.6,324.0,5.3,-0.13,0.39,9.8,False,LOW,gas_leak
25.4,303.0,5.6,0.01,0.04,9.61,False,LOW,gas_leak
25.6,317.0,5.5,0.23,0.03,9.64,False,LOW,gas_leak
25.0,332.0,5.8,-0.08,-0.17,9.9,False,LOW,gas_leak
25.5,330.0,6.3,-0.11,-0.21,9.89,False,LOW,gas_leak
25.7,314.0,6.3,0.05,-0.32,9.72,False,LOW,gas_leak
25.7,326.0,6.4,0.05,0.01,9.51,False,LOW,gas_leak
25.7,320.0,6.4,0.3,-0.15,9.45,False,LOW,gas_leak
25.6,327.0,6.4,0.31,-0.1,10.13,False,LOW,gas_leak
25.7,339.0,6.5,-0.2,0.05,9.76,False,LOW,gas_leak
26.1,330.0,6.4,-0.07,-0.02,9.87,False,LOW,gas_leak
26.1,342.0,6.4,0.29,0.03,9.7,False,LOW,gas_leak
26.3,326.0,6.3,0.04,0.02,9.94,False,LOW,gas_leak
26.1,317.0,6.0,0.12,-0.11,9.7,False,LOW,gas_leak
25.8,338.0,6.1,-0.08,0.05,9.7,False,LOW,gas_leak
25.6,340.0,6.1,-0.19,-0.18,9.51,False,LOW,gas_leak
26.1,351.0,6.1,0.07,0.24,9.85,False,LOW,gas_leak
25.9,351.0,6.0,0.12,0.25,9.59,False,LOW,gas_leak
26.3,348.0,5.8,-0.02,-0.04,9.97,False,LOW,gas_leak
26.2,353.0,5.6,-0.45,-0.49,9.79,False,LOW,gas_leak
26.1,348.0,5.6,-0.17,-0.08,9.62,False,LOW,gas_leak
26.0,353.0,5.7,-0.04,0.2,9.89,False,LOW,gas_leak
26.2,335.0,6.2,0.09,-0.11,9.77,False,LOW,gas_leak
26.5,331.0,6.0,-0.16,0.08,9.66,False,LOW,gas_leak
26.7,360.0,6.1,0.06,0.1,9.97,False,LOW,gas_leak
27.0,345.0,6.0,-0.06,-0.01,9.76,False,LOW,gas_leak
27.5,356.0,5.6,0.03,-0.24,9.69,False,LOW,gas_leak
27.6,356.0,5.4,0.44,-0.06,9.75,False,LOW,gas_leak
27.5,344.0,5.6,0.08,0.1,9.81,False,LOW,gas_leak
27.6,343.0,5.4,0.21,-0.24,9.8,False,LOW,gas_leak
27.8,365.0,5.5,-0.26,0.28,9.57,False,LOW,gas_leak
27.8,343.0,5.5,0.22,-0.23,9.53,False,LOW,gas_leak
27.7,362.0,5.6,-0.12,0.09,9.97,False,LOW,gas_leak
27.6,360.0,5.7,-0.07,0.07,9.84,False,LOW,gas_leak
27.9,360.0,5.6,0.03,-0.26,10.07,False,LOW,gas_leak
27.7,363.0,5.6,0.48,0.23,9.59,False,LOW,gas_leak
27.4,339.0,5.8,0.06,-0.08,9.67,False,LOW,gas_leak
27.4,371.0,6.0,-0.16,-0.06,9.74,False,LOW,gas_leak
28.0,343.0,6.3,0.34,-0.16,10.05,False,LOW,gas_leak
27.6,361.0,6.5,-0.19,0.11,9.93,False,LOW,gas_leak
27.8,374.0,6.6,0.5,0.07,10.25,False,LOW,gas_leak
27.8,361.0,6.8,-0.04,0.01,9.78,False,LOW,gas_leak
27.6,356.0,6.9,-0.12,-0.3,9.69,False,LOW,gas_leak
27.8,358.0,6.9,-0.02,-0.03,9.95,False,LOW,gas_leak
27.7,367.0,6.7,0.2,-0.29,9.9,False,LOW,gas_leak
27.6,374.0,6.7,-0.22,0.11,9.99,False,LOW,gas_leak
27.8,366.0,6.5,-0.1,0.01,10.05,False,LOW,gas_leak
27.8,386.0,6.6,-0.0,-0.22,9.48,False,LOW,gas_leak
27.9,379.0,6.2,-0.25,0.36,9.58,False,LOW,gas_leak
27.6,378.0,6.3,0.03,0.14,9.68,False,LOW,gas_leak
27.4,377.0,6.4,-0.07,-0.3,9.84,False,LOW,gas_leak
27.3,375.0,6.6,-0.22,0.05,9.73,False,LOW,gas_leak
27.4,375.0,6.5,-0.36,0.18,9.66,False,LOW,gas_leak
27.6,369.0,6.2,0.13,-0.07,9.74,False,LOW,gas_leak
27.3,398.0,6.4,-0.14,0.25,9.78,False,LOW,gas_leak
26.7,421.0,6.6,-0.07,-0.15,9.8,False,LOW,gas_leak
25.7,382.0,6.7,0.01,-0.38,9.88,False,LOW,gas_leak
26.2,392.0,6.8,0.22,-0.04,10.2,False,LOW,gas_leak
26.3,381.0,6.7,0.09,0.35,10.15,False,LOW,gas_leak
26.2,385.0,6.4,-0.1,0.18,9.71,False,LOW,gas_leak
26.3,410.0,6.4,-0.07,-0.23,9.86,False,LOW,gas_leak
26.3,380.0,6.2,0.16,-0.03,9.62,False,LOW,gas_leak
26.4,394.0,6.1,0.27,-0.16,9.6,False,LOW,gas_leak
26.4,380.0,6.2,0.11,-0.1,9.93,False,LOW,gas_leak
26.1,396.0,6.3,0.26,-0.0,9.78,False,LOW,gas_leak
26.1,386.0,6.3,-0.02,0.18,9.74,False,LOW,gas_leak
26.3,394.0,6.4,-0.38,0.1,9.77,False,LOW,gas_leak
26.5,394.0,6.4,0.33,-0.13,9.86,False,LOW,gas_leak
26.4,391.0,6.6,-0.16,0.1,9.66,False,LOW,gas_leak
26.4,388.0,6.5,0.18,0.48,9.85,False,LOW,gas_leak
26.7,414.0,6.1,-0.03,0.02,9.86,False,LOW,gas_leak
26.6,407.0,5.9,0.01,0.05,9.95,False,LOW,gas_leak
26.4,394.0,6.0,0.37,0.08,9.82,False,LOW,gas_leak
26.5,417.0,6.0,-0.03,0.06,9.72,False,LOW,gas_leak
26.9,391.0,5.8,0.08,-0.34,9.69,False,LOW,gas_leak
27.0,400.0,5.7,-0.02,0.12,9.55,False,LOW,gas_leak
26.8,411.0,5.7,0.35,-0.17,9.57,False,LOW,gas_leak
26.6,395.0,5.7,-0.04,-0.11,10.2,False,LOW,gas_leak
26.6,402.0,5.6,-0.26,0.17,9.52,False,LOW,gas_leak
26.5,401.0,5.7,0.0,-0.33,9.33,False,LOW,gas_leak
25.7,409.0,5.6,-0.16,-0.34,9.68,False,LOW,gas_leak
25.8,412.0,5.4,-0.4,0.02,9.68,False,LOW,gas_leak
25.8,417.0,5.5,-0.02,-0.2,10.12,False,LOW,gas_leak
25.8,429.0,5.8,0.27,-0.11,9.91,False,LOW,gas_leak
25.9,415.0,5.7,-0.19,-0.01,9.96,False,LOW,gas_leak
25.7,425.0,5.6,-0.27,0.12,9.97,False,LOW,gas_leak
26.4,436.0,5.8,-0.06,-0.13,10.08,False,LOW,gas_leak
26.8,432.0,5.8,0.15,0.32,9.68,False,LOW,gas_leak
27.3,431.0,5.7,0.21,0.23,10.0,False,LOW,gas_leak
27.0,422.0,5.6,0.23,0.13,10.09,False,LOW,gas_leak
26.8,422.0,5.5,-0.06,0.47,9.71,False,LOW,gas_leak
26.7,431.0,5.8,-0.17,-0.21,9.7,False,LOW,gas_leak
26.2,431.0,5.6,-0.04,-0.1,10.01,False,LOW,gas_leak
26.1,423.0,5.5,0.08,0.0,9.86,False,LOW,gas_leak
26.0,441.0,5.6,-0.1,-0.3,9.39,False,LOW,gas_leak
26.1,414.0,5.5,0.12,-0.11,9.3,False,LOW,gas_leak
26.8,434.0,5.4,0.06,-0.46,10.02,False,LOW,gas_leak
26.6,447.0,5.5,-0.05,0.15,9.39,False,LOW,gas_leak
26.9,441.0,5.5,-0.28,0.13,9.82,False,LOW,gas_leak
26.8,481.0,5.5,0.23,0.02,9.95,False,LOW,gas_leak
27.1,437.0,5.4,0.16,-0.21,9.77,False,LOW,gas_leak
27.2,442.0,5.7,0.26,0.05,9.99,False,LOW,gas_leak
26.8,445.0,5.7,-0.14,0.02,9.78,False,LOW,gas_leak
26.8,434.0,5.9,0.13,-0.36,9.86,False,LOW,gas_leak
26.9,451.0,5.7,0.16,0.08,9.81,False,LOW,gas_leak
27.3,446.0,5.7,0.11,0.23,9.58,False,LOW,gas_leak
27.0,441.0,6.1,-0.15,0.14,10.22,False,LOW,gas_leak
26.8,460.0,6.3,-0.17,0.05,9.8,False,LOW,gas_leak
26.7,451.0,6.5,-0.07,-0.06,9.67,False,LOW,gas_leak
26.9,463.0,6.3,0.18,0.3,9.93,False,LOW,gas_leak
27.7,443.0,6.3,-0.12,-0.13,9.42,False,LOW,gas_leak
27.7,447.0,6.3,-0.23,0.03,9.81,False,LOW,gas_leak
27.5,456.0,6.0,-0.49,0.32,9.75,False,LOW,gas_leak
27.7,448.0,5.9,0.28,0.28,9.72,False,LOW,gas_leak
27.7,449.0,5.9,0.13,0.01,9.84,False,LOW,gas_leak
27.2,449.0,5.9,-0.13,-0.02,9.8,False,LOW,gas_leak
27.1,462.0,5.6,0.08,-0.21,9.9,False,LOW,gas_leak
26.7,451.0,5.3,-0.46,0.0,10.05,False,LOW,gas_leak
26.3,469.0,5.2,0.18,-0.01,9.69,False,LOW,gas_leak
26.8,482.0,5.1,0.04,-0.01,9.61,False,LOW,gas_leak
26.8,468.0,5.3,-0.2,-0.16,9.54,False,LOW,gas_leak
26.8,461.0,5.5,-0.16,-0.11,9.82,False,LOW,gas_leak
26.8,465.0,5.5,0.17,-0.16,9.68,False,LOW,gas_leak
26.6,466.0,5.4,-0.38,-0.09,10.27,False,LOW,gas_leak
26.6,449.0,5.5,-0.01,0.29,9.47,False,LOW,gas_leak
26.2,458.0,5.4,-0.19,0.02,9.85,False,LOW,gas_leak
26.3,479.0,5.7,-0.02,-0.19,10.3,False,LOW,gas_leak
26.2,457.0,5.8,0.05,-0.02,9.71,False,LOW,gas_leak
26.2,448.0,6.2,0.23,0.14,9.76,False,LOW,gas_leak
26.3,476.0,6.3,0.07,0.06,9.74,False,LOW,gas_leak
26.3,477.0,6.1,-0.05,0.01,9.43,False,LOW,gas_leak
26.2,473.0,6.3,0.23,0.46,9.76,False,LOW,gas_leak
26.5,473.0,6.4,-0.04,0.12,10.03,False,LOW,gas_leak
26.1,467.0,6.6,0.19,0.12,9.56,False,LOW,gas_leak
25.9,473.0,6.7,-0.2,-0.26,9.6,False,LOW,gas_leak
25.9,462.0,6.9,0.19,-0.27,9.46,False,LOW,gas_leak
25.8,502.0,6.7,0.11,-0.11,10.12,False,LOW,gas_leak
26.1,481.0,6.5,0.02,-0.0,9.64,False,LOW,gas_leak
25.5,484.0,6.6,-0.13,0.06,9.32,False,LOW,gas_leak
26.3,504.0,6.2,0.18,0.04,9.76,False,LOW,gas_leak
26.2,477.0,6.2,-0.26,-0.03,9.56,False,LOW,gas_leak
26.1,505.0,6.3,0.18,-0.24,9.55,False,LOW,gas_leak
26.3,483.0,6.4,0.0,0.04,9.72,False,LOW,gas_leak
25.8,492.0,6.7,0.5,-0.07,9.98,False,LOW,gas_leak
25.4,492.0,7.0,0.09,0.06,9.89,False,LOW,gas_leak
25.6,512.0,6.9,0.2,0.28,9.82,False,LOW,gas_leak
25.0,518.0,7.1,0.04,-0.14,10.0,False,LOW,gas_leak
24.7,500.0,7.2,-0.17,-0.21,9.84,False,LOW,gas_leak
24.6,477.0,7.0,0.21,-0.15,9.83,False,LOW,gas_leak
24.5,511.0,7.1,-0.35,0.09,9.65,False,LOW,gas_leak
24.0,488.0,7.1,-0.12,0.25,9.67,False,LOW,gas_leak
23.4,501.0,7.5,0.15,0.04,9.56,False,LOW,gas_leak
23.2,514.0,7.3,-0.05,-0.3,10.01,False,LOW,gas_leak
23.1,497.0,7.3,-0.14,0.16,9.89,False,LOW,gas_leak
23.4,518.0,7.5,-0.04,-0.06,9.86,False,LOW,gas_leak
23.4,484.0,7.6,0.06,0.15,9.81,False,LOW,gas_leak
24.1,504.0,7.9,0.27,-0.04,9.52,False,LOW,gas_leak
24.3,512.0,8.3,-0.15,0.22,9.53,False,LOW,gas_leak
24.6,498.0,8.3,0.09,-0.16,9.73,False,LOW,gas_leak
24.8,511.0,8.3,0.11,-0.13,9.71,False,LOW,gas_leak
24.6,526.0,8.5,0.19,0.3,9.8,False,LOW,gas_leak
24.8,509.0,8.5,0.27,-0.1,9.83,False,LOW,gas_leak
24.6,500.0,9.1,-0.08,0.13,10.01,False,LOW,gas_leak
24.4,511.0,9.1,-0.07,-0.24,9.69,False,LOW,gas_leak
24.5,492.0,9.0,-0.12,0.1,9.92,False,LOW,gas_leak
24.7,498.0,9.1,-0.12,0.2,9.85,False,LOW,gas_leak
24.6,508.0,8.8,0.04,-0.14,9.66,False,LOW,gas_leak
24.6,529.0,9.0,-0.46,-0.01,9.61,False,LOW,gas_leak
24.8,518.0,9.3,0.34,-0.13,9.67,False,LOW,gas_leak
24.6,522.0,9.4,-0.03,-0.34,9.85,False,LOW,gas_leak
24.4,529.0,9.3,0.21,-0.06,9.49,False,LOW,gas_leak
24.5,519.0,9.7,0.03,0.26,9.72,False,LOW,gas_leak
24.0,513.0,9.4,-0.17,0.35,9.98,False,LOW,gas_leak
23.5,527.0,9.1,0.22,-0.11,9.66,False,LOW,gas_leak
23.2,515.0,9.0,0.1,0.26,9.91,False,LOW,gas_leak
23.3,531.0,9.2,0.15,-0.32,9.58,False,LOW,gas_leak
23.1,529.0,9.0,-0.3,0.17,9.68,False,LOW,gas_leak
23.5,544.0,9.0,0.16,0.32,9.9,False,LOW,gas_leak
23.1,554.0,9.0,-0.18,0.11,10.0,False,LOW,gas_leak
23.4,535.0,9.1,-0.05,-0.19,10.28,False,LOW,gas_leak
23.1,518.0,9.3,-0.09,0.38,9.94,False,LOW,gas_leak
23.3,523.0,9.5,-0.06,-0.01,9.67,False,LOW,gas_leak
22.9,543.0,9.5,0.5,-0.02,10.09,False,LOW,gas_leak
22.8,514.0,9.4,-0.1,-0.08,9.51,False,LOW,gas_leak
23.0,525.0,9.4,0.15,0.2,9.85,False,LOW,gas_leak
23.8,532.0,9.4,-0.24,-0.14,10.05,False,LOW,gas_leak
23.7,552.0,9.4,0.08,0.06,9.69,False,LOW,gas_leak
23.5,543.0,9.6,-0.12,-0.09,9.86,False,LOW,gas_leak
22.8,541.0,9.8,-0.15,-0.12,9.78,False,LOW,gas_leak
23.0,537.0,9.8,0.06,0.21,9.48,False,LOW,gas_leak
23.0,549.0,10.3,0.01,-0.13,9.81,False,LOW,gas_leak
